Name,Latitude Degree,Longitude Degree,Local Code
Harris Airport,38.91,77.88,VA97
Schloss Adlers Airport,34.81,89.58,MS55
Meadow Airstrip,40.16,122.30,3CL2
Voges Airstrip,38.22,89.98,89IS
Duclos RLA Restricted Landing Area,38.21,90.04,91LS
Red Devil Airport,61.79,157.35,RDV
Red Dog Airport,68.03,162.90,DGG
Crystal Lakes Airport,40.85,105.63,25CO
Shields Airport,41.16,95.24,8IA9
Double S Airport,36.06,77.92,19NC
Wings-N-Wheels Airport,29.36,82.15,FA50
Tews Field,40.67,122.34,CA53
Buzzards Roost Airport,44.02,89.10,1WI7
Harju Airport,44.02,89.08,20WI
Plantation Pine Airport,44.05,89.12,3WI8
Redhouse Airfield,37.19,78.83,7VA5
Nuckols Airport,40.35,85.05,0
Warner's Airport,45.33,122.42,20OR
Freight Wagon Field,44.19,121.18,35OR
Cline Falls Air Park,44.28,121.27,3OR8
River Run Ranch Airport,44.34,121.02,OR02
Twin Hawks Airpark,32.53,111.20,AZ63
Nartron Field,43.9,85.52,RCT
Hagen Private Airport,46.21,102.91,14ND
Peg Field,36.71,119.40,42CN
Kings River Community College Airport,36.61,119.46,CA13
Federhart-Ophelia STOLport,37.91,76.29,VA99
Mellon Ranch Airport,28.28,97.21,XS59
Regan Airstrip,47.22,100.42,NA88
Tootle Airport,32.03,82.04,GA34
Warf Airport,36.32,79.71,6A5
Mountain View Aerodrome,36.34,79.84,NC37
Remo Private Airport,37.82,76.32,6VA0
Remer Municipal Airport,47.07,93.91,52Y
Ashby Airport,40.7,87.19,II26
Rhynalds Ranch Airport,38.53,77.74,29VA
Rular Airport,38.54,77.83,VG07
Remsen City Airport,43.36,75.18,NY57
Misty Hill Farm Airport,40.79,80.00,PN14
H Bar H Airport,39.72,119.90,NV09
Culp Farms Airport,40.87,87.07,4IN8
Gilmore Airport,40.89,87.12,II65
Waxwing Airport,42.51,74.11,NY86
Flying S Ranch Airport,42.83,94.01,5IA6
Medcalf Field,37.17,93.56,1MU0
Negrito Airstrip,33.52,108.54,0NM7
Reserve Airport,33.69,108.85,T16
Wood Brothers Ranch Airport,46.38,116.51,0
Sandy Creek Ranch Airfield,33.71,96.22,TX47
Cedar Acres Private Group Airport,40.5,75.15,23PA
Lundin Airport,44.99,96.48,SD94
Cary Ranch Airport,35.63,99.93,6OK5
Flying S Ranch Airport,35.58,99.89,0
Klopfenstein Airport,40.77,86.92,IN39
Jenson Airport,47.67,97.01,NA01
Saure Airport,47.71,97.05,NA02
Vernon Miller Private Airport,46.01,103.80,NA22
Mc Gee Strip,45.99,103.85,NA77
Old Rhinebeck Airport,41.97,73.86,NY94
Pine Grove Airport,45.66,89.53,WI42
River Valley Airport,45.55,89.49,WS78
Simpsonville Airport,38.33,77.87,VG12
Fairview Airport,33.1,97.43,7TS0
Rhome Meadows Airport,33.15,97.50,T76
Howard Field,33.1,97.46,TA02
Little Rock/Rock Port Airport,45.72,94.19,3MN5
Richardton Airport,46.9,102.36,4.00E+08
Richey Airport,47.63,105.08,7U8
Lonesome Field,35.52,80.26,1NC8
Shootz Field,41.27,81.66,OI45
Shelley Private Airport,40.68,77.16,27PN
Jansen Vineyards Airport,40.65,77.06,PN71
Arrowhead Springs Airport,43.25,88.21,93WI
Richfield Airport,42.86,74.95,NY68
Raju Airport,32.07,84.71,05GA
Brauns Airport,37.91,87.18,0
Richland Municipal Airport,37.88,92.41,MO1
Richland Airpark,43.57,76.03,1NY3
Deep Creek Ranch Airport,31.11,99.00,XS61
Meadow Strip Ultralightport,40.48,75.31,9PA3
White Airport,39.77,84.92,IN47
Cochran Airport,38.46,95.23,1KS1
Jordan Hill Farm Airport,37.83,84.18,1KY7
Madison Airport,37.63,84.33,I39
Adair Airstrip,42.79,82.64,MI33
Robertson Field,42.8,82.66,MI99
Curtis Field,39.32,93.94,8MO3
Heritage Ranch Airport,29.65,95.83,94XS
Coffman Field,37.69,77.66,0VA5
Flatrock Air Strip,37.52,77.82,0VA7
Flying W Airport,37.43,77.39,4VA3
Christian's Airport,37.61,77.30,4VA8
Holly Springs Airport,37.79,77.82,80VA
Richton Perry County Airport,31.32,88.93,M59
Richvale Airport,39.5,121.77,07CL
Hagen Airport,46.5,95.62,MY60
Joseph Ross Scherdin Airport,29.08,95.38,93XS
Richwood Municipal Airport,38.26,80.65,3I4
Joan Lake Airport,38.21,90.87,8MO4
Riddle Airport,42.19,116.11,0
Chandler Airport,38.12,76.39,3MD9
Tera Ultralightport,35.59,117.63,0CL8
Marble Head Farm Airport,38.99,75.87,5MD0
Carmean Airport,38.93,75.89,MD85
Smitty's Landing Airport,39.45,94.67,1MU2
Pace Airport,36.59,79.89,VA02
Cambier Airport,42.3,89.42,LL69
"Holict ""Private"" Airport",31.43,96.98,XA15
Leo's Place STOLport,39.3,96.76,1KS3
Norton Field,42.97,82.85,75MI
Rimrock Airport,34.65,111.79,48AZ
Tieton State Airport,46.64,121.12,4S6
Catoosa Springs STOLport,34.92,85.05,2GA6
Wilson Airport,34.87,85.20,GA03
Trumbull Ranch Airport,41.55,100.83,5NE1
Westbrook Valley Airport,41.08,74.33,3NJ9
Bancroft East Airport,43.48,89.18,4WI1
Higgins Airport,43.44,89.18,7WI2
Gilbert Field,43.45,89.25,94C
Walter's Agri-Center Airport,44.59,87.56,WI28
Casey Three Ranch Airport,29.63,99.73,XS62
Rio Grande City Municipal Airport,26.42,98.85,67R
Texas Air Museum Airport,26.23,97.56,XS63
Farm Services Inc Airport,26.25,97.57,XS64
Holtsmans Airport,38.73,121.39,CA16
Cross Wind Acres Airport,32.21,97.32,TE47
Grand Valley Lands Airport,32.23,97.40,0
Ripley Airport,34.72,89.02,25M
Flying I Ranch Airport,35.76,89.55,TN36
Bennet Field,43.88,88.90,WI67
J & L Aviation Airport,43.83,88.89,WS46
Fox Mountain Airport,34.73,85.54,3GE4
Rising Sun Airport,38.93,84.91,31II
Lynch's Landing Airport,39.72,76.07,MD61
Hilty Field,40.94,81.80,OI68
Tree Heart Ranch Airport,47.14,118.80,8WA5
Pru Field,47.12,118.39,33S
River Bend Airport,48.47,117.29,9WA3
Tiger Lake Airport,27.88,81.36,2FL8
Swanson Ranch Nr 2 Airport,36.47,119.88,89CA
Garrison Dam Recreational Airpark,47.48,101.41,37N
Onion Crest Airpark,40.78,99.15,43NE
Talmage Field,40.96,72.72,03NY
Lake Mathews Airport,33.85,117.42,0
Burgess Field,38.4,77.15,8MD6
Stanton Airport,39.82,89.50,91IS
Pleasantdale Field,38.57,77.92,4VA9
4 Winds Aerodrome,39.83,86.88,IN45
Michael Pfister Airport,40.78,89.26,86IS
Gerig's Field,41.01,85.37,2IN2
The Wolf Den Airport,40.95,85.39,44II
Fisher Farm Airport,40.95,85.37,60IN
Kilsoquah Farm Airport,41,85.39,8IS2
Buzz Field,33.93,100.84,0TE3
Spratling Field,32.24,85.60,AL25
Koenig Airpark,30.6,90.32,LS92
Robert Lee Airport,31.88,100.54,54F
Roberta Industrial Park Airport,32.71,84.03,0GA9
Bangart Field,45.41,109.13,16MT
Rusmar Farms Airport,45.01,92.55,WS41
Elsanor Airport,30.54,87.56,1AL4
Wallace Field,30.55,87.58,AL81
Pecan Ponds Farm Airport,30.56,87.60,AL84
Whitman Field,47.13,99.73,ND54
Smith Airport,31.42,97.13,XA51
Naylor Airport,32.34,93.66,LA56
Nueces County Airport,27.78,97.69,RBO
High Man Tower Airstrip,27.85,97.68,TE62
Rabb Dusting Inc Airport,27.8,97.74,XS66
Mueller Field,40.65,96.62,NE79
Weaver Airport,40.68,96.64,NE80
Watts Field,34.1,90.85,02MS
Reinke Airport,41.9,89.17,75IS
Maple Hurst Farms Airport,42.01,89.05,LL74
Taft Airport,39.74,89.48,92IS
Trygstad Airport,44,92.34,2MN8
Skatter Creek Airport,46.82,123.04,20WA
R & K Skyranch Airport,46.83,123.09,8W9
Van Effen Field,46.05,87.26,6Y4
Sue Rock International Airport,42.44,89.50,IS93
Chester Wyss Airport,42.42,89.45,LL75
Hillman Airport,42.42,89.45,LL91
Hemlock Field,41.7,80.86,OA07
Country Squire Airport,34.91,81.07,SC67
Rock Point Airport,36.73,109.62,49AZ
Red Creek Ranch Airport,41.07,109.09,WY41
Cottonwood Airport,42.29,89.14,1C8
Lz Fairwinds Airport,42.31,89.15,LL78
Severson Airport,42.39,89.13,LL79
Darrington Airport,42.38,89.16,LL80
Spickard-Marshall Airport,42.38,89.07,LL81
Wells Airport,43.13,85.51,35C
Rockledge Airport,28.3,80.72,21FA
San Jose Island Airport,27.94,96.99,XS67
Four Square Ranch Airport,30.1,100.40,3TA0
Freeman Ranch Airport,29.98,100.20,8TX2
Edwards County Airport,29.95,100.17,ECU
Hackberry Ranch Airport,29.91,100.00,XS69
Compass Rose Airport,42.46,88.90,LL87
Harry D Fenton Airport,42.47,89.09,LL88
Blackhawk Farms Inc Airport,42.49,89.11,LL89
Mc Curdy Strip,42.45,88.90,LL90
Butler Field,39.74,87.22,IN46
Breckenridge Airport,38.11,94.18,2MO4
Presbyterian Hospital Of Rockwall Heliport,32.88,96.46,13XS
Phillips Flying Ranch Airport,32.87,96.22,T48
Dad's Field,43.01,93.24,IA33
Socatean Bay Airport,45.78,69.81,13ME
Avery Field,45.67,69.81,ME22
Walden Ridge Airport,35.8,84.76,TN86
Melon Field,38.02,103.70,1CO5
Pegasus Ranch Airport,32.69,81.80,0GE9
Worley Field,36.95,79.88,0VA4
Ferguson Airport,37.12,79.79,81VA
Woody Field Airport,36.88,79.85,VG40
Venning's Landing Airport,37.04,79.80,VG53
Rocky Ridge Airport,36.06,110.59,50AZ
Rodeo Airport,31.95,109.04,NM70
Amigos Del Cielo Airport,31.9,109.03,NM90
Seratt Airport,36.29,94.10,0
Ozark Aerodrome,36.29,94.09,AR11
Presque Isle County Airport,45.41,83.81,PZQ
Malina Airport,37.05,93.07,MO31
Kay Airport,36.45,83.11,1TN2
Air Dusters Inc Airport,40.09,104.38,49CO
Westberg-Rosling Farms Airport,40.05,104.21,74CO
Springbrook Airport,42.56,123.20,4OR0
Venture Aerodrome Airpark Nr 2 Ultralightport,35.44,94.47,OK27
Rolette Airport,48.67,99.85,2H9
Harrison Private Airport,37.85,91.65,36MO
Morgan Airport,37.92,91.68,MO02
Rolla Municipal Airport,48.88,99.62,06D
Nick's Flying Service Inc Airport,32.94,90.84,04MS
Rollang Field,32.95,90.85,5MS1
Wade Airport,32.98,90.97,MS35
Cummings Field,41.63,86.59,45II
F R Duke Farm Airport,30.48,94.83,XS72
Wallace Field,34.14,85.11,GA77
Stanwix Heights Airport,43.16,75.43,5NY4
Kriewall Strip,42.84,82.97,4MI0
Dodge Airport,42.77,82.95,MI50
Lost Mountain Airport,39.29,78.74,WV06
Eastview Airport,39.39,78.68,WV67
Hoversland Airport,47.59,114.05,MT19
Gum Creek Airport,33.42,85.16,8GA1
Cox-Coyour Meml Air Field,48.6,95.19,59MN
Erickson Airport,48.81,95.20,87MN
Mc Nabb Farm Airport,33.41,102.08,58TE
Rosalia Municipal Airport,47.24,117.42,72S
Lloyd's Landing Airport,34.91,118.30,33CA
Skyotee Ranch Airport,34.83,118.40,CL74
Double D Ranch Airport,29.87,97.29,0
Mc Curdy Airport,42.43,89.00,LL94
Pasley Airport,37.97,93.82,28MO
Skytop Airport,41.87,74.98,0
Roscommon Conservation Airport,44.47,84.57,3RC
Mc Donald's Strip,35.32,92.02,AR12
Butler Airpark,37.56,97.07,4KS7
Rosebud Airport,35.83,103.44,NM29
Lookingglass Airport,43.16,123.50,48OR
Umpqua Airport,43.31,123.13,58OR
George Felt Airport,43.22,123.40,5S1
Flournoy Valley Airport,43.21,123.53,95OR
Napier Ranch Airport,43.24,123.49,OG40
Ray Airport,35.35,89.82,TN01
Windward Farms Airport,40.45,75.02,4NJ0
Fiddyment Field,38.79,121.37,34CA
Earp Airport,40.74,90.67,3IS2
Meyer Field,29.36,95.64,TA33
Bayless Airport,29.4,95.43,TS90
Henderson Airport,37.49,88.40,95IL
Mick Shier Field,44.68,87.63,0
Tightwaad Air Ranch Airport,33.49,97.47,XA16
Wolf River Airport,35.05,89.58,54M
Mehrhoff Field,35.11,89.52,9TN3
Benedict Airpark,33.25,104.44,NM20
Jenkins Airport,33.24,104.47,NM87
Fisher County Airport,32.83,100.42,56F
Double Jj Resort Ranch Airport,43.52,86.37,42N
Velo Airstrip,46.51,96.19,MN95
Bender's Airport,44.85,89.60,2WI0
Limberlost Ranch Airport,39.22,121.21,CA21
Ranch-Aero Airport,41.75,78.10,PN90
Rockenbach Airport,42.34,88.08,LL97
Round Lake Airport and Seaplane Base,42.93,73.77,W57
Barker Creek Ranch Airstrip,38.81,117.03,NV31
Wine Glass Ranch Airport,38.8,117.18,NV56
Moursund Ranch Airport,30.38,98.38,71TE
West Ranch Airport,30.45,98.49,XS75
Haven Wood Airport,37.34,91.39,MU34
El Paisano Airport,30.03,96.68,72XS
Bittner-Whitsel Airport,39.74,77.54,5PN5
Adams Airport,34.58,79.25,8NC5
West Private Airport,38.52,75.17,DE21
Holeman Field,36.5,79.12,NC40
Good Hill Farm Airport,41.55,73.27,CT59
Thomas Airport,44.66,70.59,ME17
Roxbury Runway Airport,42.3,74.55,1NK0
Sand Creek Wildlife Station Airport,47.58,108.71,MT79
Clavel Ranch Airport,36.05,103.89,NM15
Ray Ranch Airport,35.93,104.18,NM17
B & G Farms Airport,46.94,119.74,4WA0
Christensen Field,46.92,119.59,8WA6
Adams Private Airport,37.9,89.14,94IS
Northport Airport,44.39,88.85,38WI
Bishop Field,32.88,96.29,68TS
Poetry Landing Airport,32.86,96.31,33XA
Fort Ruby Ranch Airstrip,40.06,115.51,0
Fly By Night Airport,42.25,123.07,OG13
Folkerts Airport,43.14,92.88,5IA5
Rugby Municipal Airport,48.39,100.02,RUG
Paul Airstrip,48.42,100.06,NA49
Hot Springs Airport,30.01,104.67,3TE4
Dyer's Field,44.53,70.66,23ME
Woosley Airport,37.5,87.33,94KY
Terra Firma Airport,38.73,104.04,08CO
High Mesa Airport,38.84,103.99,23CO
Vantage View Airport,38.76,104.10,7CO6
Cable's Corner Airport,38.84,104.14,0
Skyview Airport,42.99,77.61,84NY
Rohwer Airport,43.6,95.82,0
Schuy-Rush Airport,40.12,90.59,5K4
Mcminn Airport,39.53,85.32,6IN8
Stevens Farms Airport,39.66,85.55,IN05
Church's Landing Airport,39.55,95.00,1MU8
Bean Lake Airport,39.49,95.01,8MO7
Modisett Airport,42.74,102.44,9V5
Boll Brothers Airstrip,48.67,100.86,NA03
Rataiczak Airport,41.48,81.32,OI62
Shield Farm Airport,41.93,79.15,5PA6
Scandia Air Park,41.93,79.03,6PA4
Durham Airport,39.85,86.96,II68
Russellville Logan County Airport,36.8,86.81,4M7
Kako Airport,61.9,161.44,9AK2
Breezy Knoll Airport,37.27,79.04,VA13
Fox Haven Plantation STOLport,35.35,82.06,58NC
John W Meils Restricted Landing Area,40.94,89.11,LL98
Mann Ranch Airport,37.87,104.84,95CO
Ryegate Airport,46.29,109.25,8U0
Cliffords Airport,44.07,70.06,ME69
Sabetha Municipal Airport,39.9,95.78,K83
Blue Sky Airport,46.8,96.60,3MN7
K Bar Ranch Airport,29.5,99.49,83TE
Texas Menhaden Strip,29.72,93.87,XS76
Sharretts Airport,41.83,77.50,PN91
Sabot Airport,37.63,77.75,1VA0
Hillside Stables Airport,42.05,90.19,13IA
Sac City Municipal Airport,42.38,94.98,SKI
Lauppes Strip,38.76,121.58,CA22
Shannon Field,37.39,87.26,17KY
David Lowe Airport,37.4,87.24,80KY
Baggett Farms Airport,37.47,87.25,93KY
Masser Field,40.63,76.60,67PN
Johnson Private Airport,44.8,95.40,7MN0
Graham Field,33.7,96.83,XS31
Davidson Field,36.02,91.80,2AR2
Swan Field,46.87,92.46,MY13
Circle C Ranch Airport,32.9,97.29,0
Timber Basin Airpark Inc Airport,48.22,116.44,ID24
Great Lakes Airport,46.07,88.01,0
Life Line 2 Heliport,37.82,92.16,MO76
Salado Airport,30.92,97.54,2TX
Morgan Airfield,38.67,86.01,71IN
Hardin Airport,38.56,86.06,IN44
Paruszewski Farm Strip,39.53,75.48,NJ30
Salem Airfield,39.56,75.45,NJ74
O K Dies Airport,40.9,80.93,64OH
Koons Airport,40.88,80.88,8G8
Salem Lakefront Airport,40.81,80.85,OH27
Fly 'N' W Airport,44.97,122.94,4OR5
Lusardi Field,44.99,122.95,4OR7
Wagoner Airport,44.85,123.04,4OR8
Blue Skies Farm Airport,44.97,122.92,OR87
Trussmark Airport,37.28,80.07,6VA4
Dodsworth Airport,38.55,105.99,1CO7
Granite Mountain Lodge Airport,38.42,106.06,CO11
Silers Plane Valley Airport,38.87,97.54,1KS6
R F Roesner Airport,38.81,97.43,48KS
Burger's Valley Airport,38.92,97.71,58KS
Dmh Airport,38.79,97.62,9KS9
J Roesner Airport,38.85,97.55,SN00
Salina Gunnison Airport,39.03,111.84,44U
Saline Airport,42.15,83.79,68MI
Tim's Airport,38.43,75.63,11MD
Bennett Airport,38.41,75.62,1N5
Ennis Aerodrome,38.39,75.56,2MD4
Mac Kinnis Airport,38.29,75.74,MD53
Corriher Field,35.63,80.69,88NC
South River Airport,35.78,80.50,NC93
Neversweat Too Airport,35.44,94.90,89OK
Gustafson Airport,35.48,94.84,OK34
Salmon Lake Airport,64.91,165.01,Z81
Western Sky Airport,33.78,113.64,0AZ2
Indian Hills Airpark,33.76,113.61,2AZ1
Sheepy Hollow Ranch Airfield,33.79,113.64,AZ40
Big Tank Ranch Airport,31.5,105.08,76TE
Saluda County Airport,33.93,81.79,6J4
Arrowhead Point Airport,37.62,76.60,2VA6
Combs Airport,41.83,83.57,62MI
Fairlane Airport,31.1,85.99,5AL8
Logan Field,31.1,86.06,1A4
Reece Field,31.31,100.46,94TA
Ducote Airpark,31.36,100.61,TS65
Standard Industries Airport,29.34,98.66,0
Christus Santa Rosa Westover Hills Heliport,29.47,98.70,53TE
North Central Baptist Hospital Heliport,29.62,98.49,64TX
Horizon Airport,29.28,98.50,74R
Triple R Airport,29.25,98.48,75XS
Camp Bullis Als (Cals) Airport,29.74,98.54,9TX5
San Geronimo Airpark,29.51,98.80,8T8
A W Ranch Airport,29.26,98.46,XS79
Yates Airport,29.62,98.46,XS89
San Ardo Field,36.03,120.91,CA88
Fairway Farm Airport,31.48,94.03,86TS
San Augustine County Airport,31.54,94.17,78R
Kornegay Private Airport,26.15,97.59,53XS
San Carlos Airport,33.38,110.46,4AZ7
Torrey Pines Gliderport,32.89,117.25,CA84
B & S Ultralightport,29.5,94.95,1TS3
Rolle Airfield,32.52,114.70,44A
Melby Ranch Airstrip,37.06,105.46,33CO
Alison Air Park,29.83,97.89,7TS2
Wyatt Airport,29.96,97.99,0
San Patricio International Airport,27.98,97.79,0
Harrington Field,41.18,86.93,16II
Archangels Landing Airport,41.26,86.87,IN26
Little Hands STOLport,37.8,122.03,59CA
Yates Field,31.32,98.87,37TX
Corralitos Airport,27.11,99.42,XS94
Ward Field,43.49,71.65,NH20
Prill Field,47.42,111.16,1MT7
Sand Springs Strip,47.1,107.50,8U1
Double W Airport,36.24,96.13,3OK7
Flying G Ranch Airport,36.12,96.23,3OK8
Mitchell Nr One Airport,30.5,102.16,TS75
Beaux Ranch Field,48.17,116.73,1ID3
Bird Nr 2 Airport,48.23,116.39,ID19
Olmstead Sky Ranch Airport,48.35,116.55,ID25
Murray Airport,48.35,116.51,0
Cowley Field,43.38,82.81,96G
Galloway Airport,41.38,82.72,0OI3
Gord Airport,41.7,88.61,0LL6
Hemmingsen Airport,41.59,88.61,93LL
Johnson Airport,41.61,88.66,IS94
Auberge Des Fleurs Airport,45.45,122.25,4OR6
Kingston Ranch Airport,35.76,115.67,04NV
Pineview Air Airport,35.31,79.07,82NC
Moretz Riverside Landing Airport,35.56,79.19,NC00
Harris River Ranch Airport,36.77,119.44,9CA7
Lane Field,33.37,97.15,58F
Vultures Row Airport,33.34,97.10,6X8
Flying V Airport,33.35,97.21,71XS
Ironhead Airport,33.33,97.23,T58
Flying C Airport,33.34,97.27,T87
Horseshoe Lake Airport,33.39,97.21,TE24
Glass Airport,33.36,97.29,TS74
Haire Airport,33.34,97.31,TX33
Maxwell Field,33.4,97.26,TX96
Edgington Ranch Airport,33.43,97.27,XA03
Morrel Field,45.09,69.26,ME32
Christy Airstrip,34.02,119.85,CA97
Santa Cruz Island Airport,34.06,119.92,SZN
San Rafael Ranch Airport,26.82,98.48,38XS
Diamond O Ranch Airport,26.72,98.56,XS93
Creasy Airport,29.34,95.12,5TA5
Kami-Kazi Airport,29.42,95.16,5TA7
Hart Ranch Airport,35.4,120.53,5CL1
Northside Airpark,34.99,120.46,0
Cielo Dorado Estates Airport,31.91,106.64,NM05
Crawford Airport,34.59,120.01,0CA3
Shepherd Ranch Airport,34.62,120.07,0CA4
Hoffman Private Airport,33.14,116.75,0CA5
Loma Madera Ranch Airport,33.18,116.79,25CA
Old Forker Ultralightport,29.32,95.09,TA30
Matthews Ranch Airport,32.65,98.15,86TE
Sahoma Lake Airport,36.04,96.16,03OK
Morris Airport,35.95,96.10,OL23
High Banks Farm Landing Area Airport,44.62,73.91,1NY4
Schwartz Farms Inc Airport,27.34,82.32,4FL8
Lowe's Airport,27.33,82.29,FA77
Cedar Creek Ranch Airport,41.41,106.59,96WY
Mc Connell Field Airport,41.16,101.30,04NE
Knox Landing Airport,42.58,78.56,0
High Acres Airport,42.58,78.52,85NY
Basher Field,42.57,78.56,NY00
Sargent Municipal Airport,41.64,99.34,09K
Amble-Tiger North Farms Airport,48.9,99.02,8ND0
Guggenberger Airport,45.6,94.21,MY47
Hansen Airport,40.34,75.58,5PS4
Crosswinds Airfield,40.34,75.57,PN00
Hitch Feeders Ii Inc. Airport,37.67,101.02,1KS7
Satanta Municipal Airport,37.46,100.98,1K9
Anton Flying Uv Airport,37.42,100.94,SN98
Rosedale Airport,46.38,84.31,1MI6
Iberlin Ranch Nr 1 Airport,43.95,105.93,WY22
Worth Airport,39.98,94.87,9MO4
Savannah Agri-Air Airport,43.02,76.76,46NY
Vogel Airpark,40.96,82.37,3OI6
Warren Pietsch Airport,48.1,101.08,ND42
Saxon Airport,46.52,90.43,6WI4
Cherry Valley Airport,40.9,75.30,65PA
Timberline Airport,44.43,89.15,WI47
Chinook Ultralight Airpark,45.75,122.85,52OR
Grabhorn's Airport,45.78,122.89,8OR6
Scottow Bog Flightpark Ultralightport,43.61,70.36,ME66
Horne Airport,40.1,80.03,PN95
Brown Field,43.81,102.72,3SD3
Schafer Usfs Airport,48.09,113.25,8U2
Knapp Airport,42.63,74.82,6NK0
Whitcomb Field,42.18,85.67,4MI4
Perry Airport,42.15,85.65,MI89
Prairie Ronde Airport,42.12,85.71,P97
Marty Ranch Airport,29.68,96.97,XS95
Garnseys Airport,43.08,73.58,B04
Yarrow Airport,40.25,75.45,28PA
Kings Airport,40.27,75.44,30PA
Jack's Heliport,44.64,122.83,25OR
Gillette Field,44.72,122.70,OR51
Killian Airfield,42.8,76.58,1NY8
Scobey Border Station /East Poplar International/ Airport,49,105.40,8U3
Fairview Farms Airport,32.94,88.36,3MS8
Mohawk Valley Airport,42.87,74.03,K13
Burke Field,43.17,97.73,1SD1
Scotland Neck East Airport,36.17,77.40,2NC7
Ventosa Plantation Airport,36.13,77.30,NC66
Industrial Helicopters Inc. Airport,30.25,92.10,10LA
Buehler Airport,38.52,101.00,1KS8
Prima Airport,38.26,100.88,76KS
Reisig Brothers Airport,41.91,103.70,12NE
Scottsburg Airport,38.66,85.79,3R8
Wilkerson's Airport,38.71,85.60,61IN
Harrod/Rose Airport,38.72,85.76,II69
Tradewinds Aerodrome,28.76,80.85,3FD6
Verhalen Airport,32.54,94.24,TE89
Anderson Airport,37.8,78.47,99VA
Holzman Airstrip,46.22,103.02,NA89
Dilse Private Airstrip,46.3,103.17,NA98
Cockfield Aerodrome,33.9,79.68,SC60
Twin Acres Airport,32.4,96.38,9TE0
Glover Airport,36.53,77.45,45NC
Whatley Flying Service Airport,28.48,96.76,8TA1
Pevey Airport,38.61,75.70,DE15
Fuhr Flying Svc Airport,44.47,95.28,60MN
Seagoville Airport,32.61,96.53,5TA9
Seagraves Airport,32.95,102.54,F97
Brandes Air Field,29.81,96.27,05TA
Gloster Aerodrome,29.73,96.06,1XA7
Mario's Flying Pizza Airport,29.75,96.29,2TA4
Clark Sky Ranch Airport,29.74,96.06,3TA2
Longbird Airport,29.75,96.11,93TS
"Fly ""N"" K Airport",35.22,91.81,26AR
Ridgeview Airport,44.32,69.21,12ME
HIghland View Field,44.32,69.14,55ME
Tri City Airport,40.91,81.00,3G6
Homan Field,38.66,93.33,MO08
Rupp Airport,37.21,96.08,2KS0
Sooter Airport,37.94,97.49,12KS
Israel's Farm Airport,48.51,122.09,WA56
Black Canyon Ranch Airport,47.11,113.32,MT39
Elm Creek Airpark,29.51,98.00,0TX6
Glen Beicker Ranch Airport,29.53,97.79,83R
Randolph Air Force Base Auxiliary Airport,29.57,97.91,SEQ
Lackorn Airport,29.54,97.83,TE51
Seiling Airport,36.15,98.93,1S4
Shangri-La Airport,46.75,120.60,0WN1
Selah Creek Landing Zone Airport,46.71,120.33,0
Roland Norton Memorial Airstrip,66.77,160.15,8AK3
Beaman Airport,45.47,100.04,9SD7
Fiedler Airport,45.5,100.00,SD37
Warrington Field,38.46,75.17,DE27
Stevenson Private Airport,39.44,100.63,6KS2
X-1 Ranch Upper Headquarters Airport,35.38,113.30,52AZ
Thompson Airport,44.32,84.07,0
Navarro Airport,40.37,75.34,3PA1
Gold Mine Field,40.38,75.35,97PN
Skyharbor Airport,32.37,87.10,S63
Central Valley Aviation Inc Airport,36.52,119.67,CA40
Quinn Airport,36.58,119.64,CA41
Backachers Ranch Airport,42.29,123.53,5OR0
B Bar Ranch Airport,42.25,123.57,84OR
Robert Sibley Airport,35.2,88.50,SZY
Morgan Field,31.54,89.39,0MS2
Zevely Climbing Zz Ranch Airport,35.23,96.72,0
Seminole Municipal Airport,35.27,96.68,SRE
Seminole Spraying Service Airport,32.72,102.74,39TE
"Hamilton Aircraft, Inc Airport",32.73,102.94,5TA0
Grimes Field,30.76,88.31,AL74
Boondox Field,41.33,88.60,1LL0
Spring Brook Airport,41.3,88.64,1LL2
Seneca Municipal Airport,39.85,96.11,62K
Cerny Airport,44.24,119.13,71OR
Inshallah International Airport,44.09,119.29,7OR8
Silvies Valley Ranch Airport,44.02,118.93,OG14
Seneca Emergency Airstrip,44.14,118.98,OR98
Eagle Ridge Airport,34.67,82.91,SC24
Tokeena Air Park,34.56,82.94,SC96
Big 'T' Airport,33.28,84.54,64GA
Rucilla's Roost Airport,48.14,123.11,0WN0
Rake's Glen Airport,48.12,123.18,WA59
Grand View International Airport,48.1,123.18,WN23
Blue Ribbon Airport,48.13,123.21,WN29
Flying S Airfield,48.12,123.09,WN49
Swanton Ultralightport,48.14,123.19,WN60
Seven Springs Airport,40.01,79.32,7SP
Rush Airport,39.77,95.25,2KS1
Hoffman's Farm Airport,37.27,76.39,1VA5
Stuber Flying Ranch Airport,37.66,96.29,2KS2
King Airport,35.85,83.48,TN72
Lenzner Farm Airport,40.54,80.12,7PS7
Litchfield RLA Restricted Landing Area,40.07,88.40,4IS7
Stewart Field,38.89,85.83,95IN
Owen Field,37.18,92.74,H58
Kenner Farm Airport,35.88,83.73,3TN4
Seymour Municipal Airport,33.65,99.26,60F
C Lazy T Ranch Airport,33.53,99.19,TS20
Shady Cove Airpark,42.61,122.83,OG31
Shageluk Airport,62.69,159.57,SHX
Shaktoolik Airport,64.37,161.22,2C7
Biggin Hill Airport,33.75,102.07,TA67
Double Bar S Ranches Airport,35.9,96.55,0
Shamrock Municipal Airport,35.24,100.18,2F1
